"DScore","WLoc","NumOT","Poss","Pace","Conf_Tour","DFGM","DFGA","DFGM3","DFGA3","DFTM","DFTA","DOR","DDR","DAst","DTO","DStl","DBlk","DPF","DFG.P","DFG3.P","DFT.P","DEFG.P","DTO.P","DOR.P","DDR.P","DFT.R","DORtg","DDRtg","DFTA.R","D3PA.R","DTS.P"
2,"N",0,57.9375,57.9375,1,3,3,-3,3,-1,5,2,-5,4,-5,4,1,-5,0.033595641646489,-0.186602870813397,-0.333333333333333,0.00499394673123499,-0.0702627419682957,-0.00877192982456204,-0.00877192982456199,-0.024213075060533,3.4519956850054,-3.4519956850054,0.075665859564164,0.033595641646489,-0.020334974756315
26,"A",0,70.8625,70.8625,0,8,-8,2,-2,8,9,-6,9,10,-1,4,1,-5,0.185997910135841,0.156862745098039,0.031818181818182,0.206374085684431,-0.000872807704133005,-0.00705329153605,-0.00705329153605005,0.156739811912226,36.6907743870174,-36.6907743870174,0.17816091954023,0.00104493207941397,0.215061815061815
14,"H",0,72.7125,72.7125,0,-1,-15,3,4,13,7,-8,5,-4,6,-3,6,-10,0.093253968253968,0.075,0.411111111111111,0.13938492063492,0.087918994413408,-0.115102639296188,-0.115102639296188,0.305555555555556,19.2539109506615,-19.2539109506615,0.235119047619047,0.182539682539683,0.197304248747901
32,"H",0,73.75,73.75,0,9,5,2,-5,12,8,-4,0,7,-13,5,-1,-9,0.11025641025641,0.12,0.666666666666667,0.121794871794871,-0.150014898181261,-0.086687306501548,-0.086687306501548,0.182051282051282,43.3898305084748,-43.3898305084748,0.115384615384615,-0.115384615384615,0.172499460106446
18,"H",0,63.05,63.05,0,6,11,4,12,2,6,5,-4,7,-9,4,-1,-4,0.030577088716624,0.018181818181818,-0.076190476190476,0.060508182601206,-0.141687471741139,0.092592592592593,0.092592592592593,-0.005598621877691,28.5487708168116,-28.5487708168116,0.040051679586563,0.174849267872523,0.041342520993335
13,"A",0,71,71,0,5,6,-1,3,4,-4,-1,6,4,-4,2,-1,4,0.042622950819672,-0.074270557029178,0.353535353535353,0.0254843517138599,-0.052490362525299,0.005738880918221,0.00573888091822106,0.042324888226528,18.3098591549294,-18.3098591549294,-0.104918032786885,0.00268256333830103,0.0632847086942749
7,"H",0,63.2,63.2,0,2,-9,-4,-9,7,10,-3,8,5,1,-1,1,-3,0.103469263542301,-0.044827586206897,-0.092436974789916,0.079427875836884,0.020393941696923,0.00366300366300398,0.00366300366300398,0.148508825319538,11.075949367089,-11.075949367089,0.20785149117468,-0.090383444917833,0.0913941580237609
6,"A",0,64.575,64.575,0,1,-7,4,3,0,-4,0,8,4,6,-2,3,2,0.082034454470877,0.130952380952381,0.168421052631579,0.134126333059885,0.090537953666445,0.076190476190476,0.076190476190476,0.034454470877768,9.2915214866436,-9.2915214866436,-0.032403609515997,0.125512715340443,0.137500533466107
8,"A",0,70.4375,70.4375,0,5,0,4,2,-6,-9,-5,0,4,0,3,-4,2,0.075757575757575,0.185758513931888,-0.022058823529412,0.106060606060606,0.005503117074214,-0.087486744432662,-0.0874867444326619,-0.0909090909090912,11.357586512866,-11.357586512866,-0.136363636363637,0.03030303030303,0.082524487784877
5,"A",0,64.075,64.075,0,3,-5,-4,-11,3,6,-1,7,-3,0,1,4,1,0.101818181818182,-0.020833333333333,-0.0857142857142861,0.07,0.00408667915759001,0.006787330316742,0.00678733031674195,0.08,7.80335544284,-7.80335544284,0.145454545454545,-0.170909090909091,0.061358850109387
3,"H",1,86.2125,76.6333333333333,0,8,5,-5,-12,-8,-5,-1,0,10,-2,-2,1,2,0.083866837387964,-0.125,-0.212719298245614,0.044921041399915,-0.021462758151423,-0.014396456256921,-0.014396456256921,-0.132949210413999,3.4797738147021,-3.4797738147021,-0.096030729833547,-0.194622279129322,0.00179207563527894
13,"A",0,70.8375,70.8375,0,3,-4,0,-7,7,3,3,12,3,5,-2,4,1,0.084409136047666,0.102941176470588,0.266666666666667,0.088381330685204,0.058366273676354,0.159266409266409,0.159266409266409,0.146640185369083,18.3518616551964,-18.3518616551964,0.076464746772592,-0.100297914597815,0.124851346707775
18,"A",0,66.7875,66.7875,0,9,-13,3,-8,-3,-7,-18,5,6,-3,2,4,3,0.212328767123288,0.153439153439153,0.0757575757575759,0.244748858447489,-0.0127894484997471,-0.221861471861472,-0.221861471861472,-0.011415525114155,26.9511510387421,-26.9511510387421,-0.051369863013699,-0.029452054794521,0.221508881978638
8,"H",0,75.1625,75.1625,0,-2,-16,3,-11,9,13,-8,3,5,2,-1,1,-6,0.089795918367347,0.340277777777778,0.0196078431372549,0.135478806907378,0.043178700586108,-0.148233486943165,-0.148233486943165,0.238932496075353,10.6436055213706,-10.6436055213706,0.350706436420722,-0.088854003139717,0.136577964866352
11,"H",0,67.3625,67.3625,0,1,-9,2,-8,7,9,-3,5,0,2,0,3,-5,0.079365079365079,0.226086956521739,0.022727272727273,0.103174603174603,0.031959153838121,-0.026610644257703,-0.026610644257703,0.150793650793651,16.3295602152537,-16.3295602152537,0.195767195767195,-0.087301587301587,0.118242960560674
12,"A",0,66.375,66.375,0,6,14,0,-2,0,-4,11,9,0,-1,1,-2,3,0.010625,0.036363636363636,0.571428571428571,-0.00687500000000002,-0.045826342517412,0.307359307359308,0.307359307359308,-0.013125,18.0790960451977,-18.0790960451977,-0.093125,-0.1275,0.00673586333076598
5,"H",0,64.0375,64.0375,0,0,1,0,-4,5,13,6,-1,-2,-4,4,4,-3,-0.00775510204081598,0.083333333333333,-0.127272727272727,-0.00857142857142901,-0.060393865207373,0.114583333333333,0.114583333333333,0.093469387755102,7.80792504391961,-7.80792504391961,0.251020408163265,-0.086530612244898,-0.015009380863039
6,"H",1,81.3,72.2666666666667,0,1,-4,-6,-14,10,16,-2,3,1,-6,1,-3,-8,0.041544477028348,-0.025252525252525,-0.1,0,-0.06136708523021,-0.018971848225214,-0.018971848225214,0.177908113391984,7.380073800738,-7.380073800738,0.27761485826002,-0.190615835777126,0.012910139734263
28,"H",0,75.3625,75.3625,0,16,18,-3,-2,-1,1,6,3,8,-10,8,-3,-1,0.129670329670329,-0.117794486215539,-0.1125,0.088461538461538,-0.138875887844493,0.14785373608903,0.14785373608903,-0.073626373626374,37.1537568419304,-37.1537568419304,-0.059890109890109,-0.132417582417583,0.0596107321113321
5,"A",0,67.125,67.125,0,-2,-6,1,-7,8,8,2,4,-2,6,-2,2,-7,0.011428571428571,0.165991902834008,0.229665071770334,0.03,0.072465824029809,0.070995670995671,0.0709956709956709,0.170714285714286,7.44878957169459,-7.44878957169459,0.183571428571429,-0.084285714285714,0.060922618105671
13,"A",0,68.975,68.975,0,4,-8,0,0,5,2,-10,4,-3,-2,-3,5,-4,0.130769230769231,0,0.168181818181818,0.141025641025641,-0.00368981610754299,-0.153969526864474,-0.153969526864474,0.129487179487179,18.8474084813335,-18.8474084813335,0.08974358974359,0.053846153846154,0.155249379359603
9,"A",0,70.8375,70.8375,0,0,-10,-2,-14,11,11,-3,6,-4,1,5,-1,-2,0.054988216810683,0.071428571428572,0.136363636363637,0.045299816705944,0.020549358166299,-0.00176263219741501,-0.00176263219741501,0.213930348258706,12.7051349920593,-12.7051349920593,0.22178580780309,-0.172296412673475,0.094161001790745
20,"H",0,60.65,60.65,0,11,-7,-3,-22,1,4,-5,10,8,-2,-2,3,-1,0.269897557131599,0.108333333333333,-0.125,0.250394011032309,-0.010729423841001,-0.037523452157598,-0.037523452157598,0.046099290780142,32.9760923330582,-32.9760923330582,0.118203309692672,-0.357762017336486,0.217571373350268
16,"A",0,71.6,71.6,0,5,-3,-2,-10,8,14,2,7,3,-3,1,3,-4,0.112539184952978,-0.008658008658008,-0.193236714975846,0.096238244514106,-0.039304785155408,0.086917562724014,0.0869175627240141,0.152978056426332,22.3463687150842,-22.3463687150842,0.263009404388715,-0.162068965517241,0.09556740252775
14,"H",0,71.475,71.475,0,0,-9,4,1,10,8,-1,7,6,5,-3,2,-3,0.073770491803279,0.183333333333333,0.211764705882353,0.116488020176544,0.061280098833283,0.057894736842105,0.057894736842105,0.220680958385877,19.5872682756206,-19.5872682756206,0.202080706179067,0.075977301387138,0.147892226960541
6,"A",0,65.2875,65.2875,0,4,-6,1,-11,-3,-5,-9,3,3,-2,3,-1,7,0.11764705882353,0.166666666666667,0.080357142857143,0.135706914344685,-0.006401863934243,-0.185185185185185,-0.185185185185185,-0.021671826625387,9.1901206203335,-9.1901206203335,-0.054695562435501,-0.147574819401445,0.119479404341949
2,"H",1,65.9625,58.6333333333333,0,-2,-8,-1,-2,7,13,0,4,5,1,-1,2,-11,0.016616816218012,-0.00740740740740697,-0.044444444444444,0.021435692921237,0.016789066924133,0.026208026208026,0.026208026208026,0.14523097374543,3.032025772219,-3.032025772219,0.268195413758724,0.032568959787305,0.030773913653146
6,"H",0,68.475,68.475,0,0,-14,3,0,3,4,-9,4,-1,4,-7,0,-3,0.108843537414966,0.176470588235294,0.00228832951945102,0.15079365079365,0.068814547219674,-0.150246305418719,-0.150246305418719,0.124716553287982,8.76232201533361,-8.76232201533361,0.167800453514739,0.077097505668934,0.143978422640704
10,"A",0,69,69,0,6,9,-2,-16,0,2,3,-2,-6,-9,10,2,-1,0.037482962289868,0.058355437665783,-0.050125313283208,0.018287142208087,-0.106153051661152,0.023740310077519,0.0237403100775191,-0.02044525215811,14.4927536231887,-14.4927536231887,-0.010676965015902,-0.284643343934575,0.00898065735499498
13,"N",0,64.075,64.075,0,7,8,2,-3,-3,-4,6,1,1,-4,6,1,2,0.065264460253634,0.155502392344498,-0.00350877192982502,0.0729972162078569,-0.0581839091702641,0.135304659498208,0.135304659498208,-0.083823074543767,20.2887241513849,-20.2887241513849,-0.112588926693474,-0.103618929786576,0.051382063314216
2,"A",1,76.8,68.2666666666667,0,1,2,7,19,-7,-18,-8,-4,-1,-5,1,-4,4,0.00161290322580598,0.026666666666667,0.143669985775248,0.05752688172043,-0.036545201295904,-0.174027686222808,-0.174027686222808,-0.123655913978494,2.6041666666667,-2.6041666666667,-0.310215053763441,0.303225806451613,0.059253895045194
24,"A",0,66.125,66.125,0,5,-6,2,-9,12,8,-2,9,2,2,-1,-5,-3,0.146567717996289,0.258333333333334,0.401913875598087,0.172541743970315,0.029484567389009,-0.00476190476190402,-0.00476190476190408,0.258256029684601,36.2948960302458,-36.2948960302458,0.187755102040816,-0.130241187384044,0.222860953887377
3,"H",0,69.7125,69.7125,0,-5,-3,-4,-4,17,21,2,-2,0,-6,7,1,-9,-0.072605965463109,-0.145658263305322,0.232954545454545,-0.108712715855573,-0.07671941174342,0.023963133640553,0.0239631336405529,0.352825745682889,4.30338891877349,-4.30338891877349,0.441522762951334,-0.05690737833595,-0.036440024007545
10,"A",0,74.825,74.825,0,1,-10,-3,-8,11,12,-6,4,-2,-4,4,5,-6,0.13109650639917,-0.006493506493507,0.073593073593074,0.114320304392943,-0.032590446549734,-0.159090909090909,-0.159090909090909,0.276374956762366,13.364517206816,-13.364517206816,0.317537184365271,-0.087167070217917,0.119240079170212
28,"H",0,72.7875,72.7875,0,9,-6,6,4,4,11,-3,8,1,1,2,-1,-4,0.175983436853002,0.242424242424242,-0.256410256410256,0.225672877846791,0.012173290941997,0.00310559006211197,0.00310559006211208,0.080055210489993,38.4681435686077,-38.4681435686077,0.192546583850932,0.088336783988958,0.192536858441414
12,"A",0,63.5375,63.5375,0,3,-4,4,7,2,1,1,7,1,4,-2,1,-5,0.0955555555555561,0.052173913043478,0.138888888888889,0.141481481481482,0.057899266086267,0.075,0.0750000000000001,0.048888888888889,18.8864843596306,-18.8864843596306,0.031851851851852,0.174074074074074,0.145381316153958
13,"A",0,72.7375,72.7375,0,11,17,-1,-4,-8,-9,3,-3,3,-12,11,-2,7,0.083333333333334,0.014492753623189,-0.0725,0.05392156862745,-0.150962487660415,0.043368950345695,0.043368950345695,-0.21078431372549,17.8724866815607,-17.8724866815607,-0.254901960784314,-0.191176470588235,0.00566705586586302
12,"H",0,63.45,63.45,0,-2,-14,-3,-5,19,20,-3,6,-3,1,0,3,-13,0.059993024066969,-0.051282051282052,0.229166666666667,0.052493896058598,0.021132884053351,-0.012987012987013,-0.012987012987013,0.438437391001046,18.9125295508275,-18.9125295508275,0.484129752354377,0.020579002441577,0.128460689269513
26,"H",0,64.9625,64.9625,0,10,-7,7,11,-1,-1,-5,11,18,1,-2,3,3,0.238312082574377,0.185714285714286,-0.0378787878787881,0.306314511232544,0.025710714861302,-0.03901895206243,-0.03901895206243,-0.00364298724954501,40.0230902443713,-40.0230902443713,0.006982392228294,0.233454766241652,0.276269632174204
5,"H",0,66.3625,66.3625,0,1,-9,4,-8,-1,3,-4,5,-1,3,-5,-4,-3,0.086246200607903,0.271428571428571,-0.197478991596639,0.13734802431611,0.054050413223639,-0.063709677419355,-0.063709677419355,0.016337386018238,7.53437558862311,-7.53437558862311,0.111702127659574,-0.074468085106383,0.104667545054828
10,"H",0,69.1625,69.1625,0,2,6,-7,-14,13,11,9,4,-4,-3,3,-4,-12,-0.00555555555555598,-0.139601139601139,0.216475095785441,-0.073148148148148,-0.0517913067765167,0.205962059620596,0.205962059620596,0.196296296296296,14.4587023314658,-14.4587023314658,0.15,-0.283333333333333,-0.00884957909646505
22,"H",0,67.7625,67.7625,0,13,8,1,-9,-5,-5,-4,0,8,-11,8,-2,2,0.164790764790765,0.211180124223603,-0.106951871657754,0.166955266955267,-0.129677402169503,-0.070175438596491,-0.070175438596491,-0.111688311688312,32.466334624608,-32.466334624608,-0.13015873015873,-0.195959595959596,0.121513255319715
18,"H",0,71.875,71.875,0,5,-18,-2,-13,10,8,-8,15,5,6,-3,1,0,0.272413793103448,0.071120689655172,0.187192118226601,0.274568965517241,0.102547403643742,-0.132034632034632,-0.132034632034632,0.343103448275862,25.04347826087,-25.04347826087,0.362931034482759,-0.1,0.278078278635338
15,"H",0,60.9375,60.9375,0,4,-7,4,5,3,3,-7,4,7,2,-2,-1,2,0.117295597484276,0.087643678160919,0.0584415584415591,0.162735849056604,0.035015678191046,-0.090843023255814,-0.0908430232558139,0.074213836477988,24.615384615385,-24.615384615385,0.080817610062893,0.147169811320755,0.163705684462546
8,"A",0,76.6375,76.6375,0,2,-15,-3,0,7,9,-3,13,1,8,-4,6,0,0.14573268921095,-0.157894736842105,0.00862068965517204,0.138083735909823,0.100916626666174,0.00974025974025899,0.00974025974025894,0.190016103059581,10.438753873756,-10.438753873756,0.247181964573269,0.076489533011272,0.138644869803842
16,"H",0,69.7375,69.7375,0,7,1,1,-4,1,5,-3,0,7,-6,2,3,-5,0.117207792207793,0.116190476190476,-0.101449275362319,0.124675324675325,-0.0754998351368367,-0.075,-0.075,0.013961038961039,22.9431797813223,-22.9431797813223,0.083441558441559,-0.079545454545455,0.0921596006662221
9,"H",0,71.25,71.25,0,-1,0,-3,1,14,10,8,10,1,2,2,0,-7,-0.016666666666667,-0.13768115942029,0.251428571428571,-0.041666666666667,0.013842981043591,0.201298701298702,0.201298701298702,0.233333333333333,12.6315789473682,-12.6315789473682,0.166666666666666,0.016666666666667,0.031128448826158
6,"A",0,67.375,67.375,0,3,6,2,4,-2,-2,5,-1,5,-2,1,2,2,0.00397877984084799,0.016806722689076,-0.0192307692307691,0.014257294429708,-0.031807594832805,0.088888888888889,0.0888888888888889,-0.074270557029178,8.90538033395201,-8.90538033395201,-0.086206896551724,0.035145888594164,0.000822904281116976
11,"A",0,69.3875,69.3875,0,1,-5,-2,-9,11,9,-4,2,0,-2,-1,0,-4,0.054449648711943,0.076190476190476,0.436842105263158,0.0453747072599541,-0.017897613609712,-0.06060606060606,-0.06060606060606,0.200819672131147,15.8529994595566,-15.8529994595566,0.175351288056206,-0.116803278688525,0.0900940410459269
16,"H",0,56.625,56.625,0,5,-2,-1,-5,7,4,3,12,4,4,-2,-1,-1,0.122282608695652,0.00483091787439599,0.339366515837104,0.113677536231884,0.055312266041579,0.138461538461539,0.138461538461539,0.155797101449276,28.2560706401766,-28.2560706401766,0.098731884057971,-0.08786231884058,0.148608311833387
14,"A",0,70.1625,70.1625,0,1,-15,5,-2,7,3,-12,7,5,1,-1,7,4,0.12708102108768,0.306501547987616,0.225454545454545,0.178412874583796,0.0299169896269013,-0.195402298850574,-0.195402298850574,0.17369589345172,19.9536789595587,-19.9536789595587,0.148168701442841,0.04134295227525,0.193252946355876
19,"H",0,73.1875,73.1875,0,10,13,7,7,-8,-5,5,-1,3,-3,0,4,3,0.069230769230769,0.261904761904762,-0.19,0.117307692307692,-0.052447552447552,0.095571095571096,0.095571095571096,-0.203846153846154,25.9607173356107,-25.9607173356107,-0.173076923076923,0.053846153846154,0.051602989269625
4,"A",0,63.25,63.25,0,2,-10,0,-6,0,-6,-10,5,-1,5,-3,-1,5,0.13420961604981,0.111111111111111,0.461538461538462,0.148045658941543,0.089678557994147,-0.178571428571429,-0.178571428571429,0.024213075060533,6.32411067193701,-6.32411067193701,-0.077481840193704,-0.039432722241439,0.168219232611087
3,"H",4,86.7,57.8,0,-5,-7,3,6,10,12,4,7,6,2,-1,3,-5,-0.022511097019657,0.021634615384615,0.0688259109311741,0.00277425491439398,0.0194718662351404,0.102978723404255,0.102978723404255,0.149334178820546,3.460207612456,-3.460207612456,0.186746987951807,0.107799619530754,0.023487155383493
15,"H",0,71.3625,71.3625,0,10,3,-3,-9,-2,-5,-8,3,12,-7,1,-1,3,0.142105263157894,0.015,0.0811965811965809,0.113157894736842,-0.077276470482386,-0.204838709677419,-0.204838709677419,-0.042982456140351,21.01944298476,-21.01944298476,-0.099122807017544,-0.171929824561403,0.107860689979906
7,"A",1,67.3875,59.9,0,1,-2,-7,-11,12,17,11,10,4,6,-3,0,-6,0.029556650246305,-0.136363636363637,-0.0942028985507241,-0.029248768472907,0.053273970252631,0.272435897435897,0.272435897435897,0.217364532019705,10.3876831756632,-10.3876831756632,0.307266009852217,-0.176108374384236,0.011274102499487
1,"A",1,69.7875,62.0333333333333,0,2,7,2,-4,-5,-3,0,-5,4,-5,0,2,6,-0.014102564102564,0.184873949579832,-0.170588235294118,-0.00470085470085502,-0.057735400610462,-0.048125633232016,-0.048125633232016,-0.090384615384615,1.43292136843999,-1.43292136843999,-0.071581196581197,-0.086965811965812,-0.029267863391494
12,"H",0,70.1125,70.1125,0,-3,1,2,4,16,15,10,6,1,1,1,-4,-9,-0.064646464646465,0.031746031746032,0.232323232323232,-0.047306397306397,-0.00693184895351501,0.285714285714286,0.285714285714286,0.287542087542088,17.115350329827,-17.115350329827,0.266666666666667,0.068013468013468,0.0159730722673359
35,"H",0,62.4125,62.4125,0,11,-15,7,1,6,5,-10,15,12,3,3,-1,-2,0.376102646351242,0.397058823529412,0.204545454545455,0.46952686447474,0.070285243205185,-0.125,-0.125,0.175621491579791,56.0785099138792,-56.0785099138792,0.182437850842021,0.119486768243785,0.444507741815494
14,"H",0,59.4625,59.4625,0,1,-1,-1,4,13,19,5,4,11,-2,0,-3,-10,0.02790346907994,-0.101449275362319,-0.285714285714286,0.0199849170437409,-0.041799784624838,0.156989247311828,0.156989247311828,0.255656108597285,23.5442505780953,-23.5442505780953,0.373303167420814,0.08710407239819,0.04520498462775
22,"H",0,65.25,65.25,0,7,5,-1,-7,9,12,-2,-2,8,-14,10,-2,-8,0.083279115159402,0.03939393939394,0,0.070592062459336,-0.189451247517991,-0.064516129032258,-0.064516129032258,0.150292778139232,33.7164750957858,-33.7164750957858,0.20039037085231,-0.15647364996747,0.087465013994402
9,"H",0,66.925,66.925,0,2,-5,-1,-8,6,6,-3,2,-2,-2,3,1,-1,0.077260458839406,0.072124756335283,0.103846153846154,0.074392712550607,-0.016371788431843,-0.039215686274509,-0.03921568627451,0.133940620782726,13.447889428465,-13.447889428465,0.149122807017544,-0.108299595141701,0.086258770469297
5,"A",0,69.6875,69.6875,0,3,8,-7,-22,6,11,7,0,3,-9,6,0,-7,-0.00773275595422201,0.090909090909091,-0.132352941176471,-0.079956696566657,-0.122053626498191,0.157142857142857,0.157142857142857,0.061243427157439,7.17488789237601,-7.17488789237601,0.138261676461491,-0.442313640581503,-0.072726811958688
2,"H",0,66.6,66.6,0,4,-6,-1,-3,-5,-10,-10,1,3,0,-3,5,1,0.115648286140089,0.00167224080267603,0.0649350649350651,0.114605067064084,0.024453857577222,-0.163414634146341,-0.163414634146341,-0.069448584202683,3.003003003003,-3.003003003003,-0.144262295081967,-0.00804769001490302,0.103369555665608
6,"H",0,67.8625,67.8625,0,-3,-6,1,-5,11,17,0,1,1,-1,3,3,-3,-0.00268256333830103,0.146616541353383,-0.047619047619047,0.00998509687034299,-0.014050545705066,0.00852272727272702,0.00852272727272696,0.208941877794337,8.841407257322,-8.841407257322,0.32160953800298,-0.056929955290611,0.02890594636611
14,"A",0,70.45,70.45,0,1,-2,4,5,8,2,1,9,2,3,1,0,2,0.033006244424621,0.113526570048309,0.302277432712215,0.069580731489741,0.033108176687667,0.105045492142266,0.105045492142266,0.146892655367231,19.8722498225696,-19.8722498225696,0.047576568539994,0.098424026167113,0.110674697576893
25,"H",0,59.725,59.725,0,11,16,-2,-4,5,8,12,6,8,-7,1,1,-1,0.072920772566023,-0.0375,0.028571428571429,0.033898305084746,-0.136603903702318,0.367788461538462,0.367788461538462,0.0595191170674025,41.8585182084558,-41.8585182084558,0.091446590461174,-0.193929838391801,0.037137957453146
11,"H",0,68.2125,68.2125,0,5,11,3,1,-2,-5,-1,-4,2,-12,7,0,7,0.012204424103738,0.136842105263158,0.125,0.028032036613273,-0.149725309403176,-0.055028462998102,-0.055028462998102,-0.123188405797102,16.1260765988643,-16.1260765988643,-0.18840579710145,-0.062166285278414,0.012751214762648
